Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
3,41,No,5,5,52.4
5,63,Yes,9,7,75.2
1,95,No,6,6,68.5
1,88,Yes,9,1,68.9
5,67,No,7,1,56.3
9,40,Yes,9,3,72.8
1,40,Yes,7,4,35.4
1,67,Yes,9,4,52.5
4,75,Yes,7,1,59.1
4,59,Yes,4,6,59.7
2,87,No,8,7,57.2
9,47,No,9,1,73.5
9,40,No,5,3,64.2
2,65,Yes,4,2,48.6
9,90,Yes,7,3,97.2
6,82,Yes,5,4,80.4
8,88,No,4,5,78.4
4,64,Yes,6,1,50.8
2,49,Yes,9,9,64.2
2,51,Yes,9,5,61.7
9,80,Yes,7,8,92.3
1,46,No,4,7,46.3
7,51,Yes,4,0,62.4
3,86,Yes,7,8,79.3
3,79,Yes,6,9,64.1
2,56,Yes,9,1,41.9
6,44,No,8,0,60.5
2,53,Yes,6,5,50.7
4,73,No,7,0,55.4
9,87,No,8,5,91.1
9,56,Yes,4,1,72.1
6,74,Yes,6,6,70.7
4,94,No,6,6,70.5
7,40,Yes,9,3,58.0
1,98,Yes,9,1,50.9
4,89,No,8,6,75.7
5,89,No,4,0,54.8
8,75,No,6,1,73.8
2,54,No,8,1,39.6
5,99,No,6,0,59.4
6,58,No,9,8,79.0
5,90,Yes,4,5,75.1
9,81,Yes,4,2,76.1
1,44,Yes,5,5,41.1
3,58,Yes,8,6,63.7
2,82,Yes,9,2,68.8
3,78,Yes,9,3,66.2
9,44,Yes,9,9,85.9
9,91,Yes,7,0,79.1
2,51,Yes,6,5,48.2
3,58,No,4,5,33.1
4,86,No,6,8,68.7
9,51,Yes,6,1,60.6
3,75,Yes,7,4,56.5
7,51,No,4,4,57.0
3,57,No,5,6,51.4
7,88,No,9,4,75.9
7,90,Yes,8,9,99.8
9,87,No,6,3,84.3
2,82,No,7,9,69.3
6,73,No,7,1,65.9
9,87,Yes,8,7,86.7
2,72,No,8,4,47.1
2,88,Yes,4,3,63.3
5,57,No,6,8,77.2
8,96,No,6,1,77.7
9,68,Yes,8,2,89.0
2,84,No,9,7,68.1
5,44,No,5,3,45.1
7,64,No,6,8,80.0
6,63,Yes,7,9,66.9
6,68,Yes,9,9,79.8
7,98,Yes,8,9,92.6
3,77,No,6,9,62.3
3,72,Yes,4,8,61.8
9,49,No,8,9,82.6
8,76,No,7,8,91.5
5,99,No,4,0,68.3
6,72,No,8,5,63.8
1,62,No,8,9,69.7
1,97,No,6,5,67.5
4,50,No,4,7,54.2
2,63,No,8,6,62.9
7,63,Yes,9,6,73.6
2,46,Yes,7,1,45.1
2,89,No,4,3,44.9
5,60,Yes,9,0,56.5
4,59,Yes,6,6,68.4
8,92,Yes,5,3,79.0
4,49,No,8,8,59.5
6,64,Yes,5,5,64.1
5,86,No,8,5,72.9
2,75,Yes,9,8,64.4
8,87,Yes,6,7,96.7
2,86,Yes,6,5,57.4
9,54,No,6,5,73.7
9,83,No,6,5,87.9
3,79,No,4,3,50.4
4,79,No,4,4,52.3
8,89,No,8,2,76.7
9,45,No,4,8,69.5
3,76,No,8,1,59.5
5,41,No,4,6,51.2
8,51,No,4,0,54.4
3,97,Yes,4,9,69.3
7,43,Yes,7,6,66.2
8,62,No,6,1,71.0
3,52,Yes,7,4,58.3
2,56,Yes,4,0,35.9
7,70,No,4,4,70.7
9,55,No,7,3,69.3
1,80,Yes,9,0,54.5
3,65,No,8,0,47.0
5,67,Yes,6,6,63.5
3,40,No,8,2,37.4
1,86,Yes,9,9,75.0
7,51,No,6,8,56.7
7,76,Yes,5,8,86.7
8,94,Yes,6,9,94.4
5,95,Yes,8,8,83.3
5,89,Yes,6,0,70.1
5,59,No,5,3,40.8
1,41,Yes,5,0,32.7
5,75,No,4,0,61.7
6,54,Yes,5,8,62.2
1,77,No,7,4,50.5
7,61,Yes,8,0,66.2
1,83,No,7,2,43.3
2,89,Yes,9,6,72.3
2,71,Yes,7,1,64.3
5,98,No,8,3,76.3
7,59,Yes,9,1,68.1
1,75,Yes,7,8,57.0
1,72,Yes,7,8,68.4
1,54,Yes,9,6,40.0
6,89,No,7,6,78.9
2,85,Yes,5,1,58.1
1,42,No,8,9,37.8
6,68,No,8,7,64.1
2,86,No,8,0,46.0
6,66,No,7,7,78.8
8,44,Yes,5,4,60.9
2,98,Yes,8,3,71.7
9,95,No,6,9,100.0
8,70,Yes,8,1,64.7
1,61,Yes,4,2,39.0
7,74,No,6,9,80.0
6,93,No,8,1,74.8
6,46,No,7,3,57.0
6,45,Yes,8,2,57.7
6,65,No,5,4,68.3
7,93,No,5,6,87.0
3,40,Yes,8,8,50.3
6,58,Yes,7,4,63.5
3,46,Yes,7,7,56.6
7,75,Yes,7,1,70.4
7,51,Yes,8,5,72.7
8,59,Yes,8,7,82.5
2,62,Yes,4,8,59.8
9,64,Yes,5,3,77.2
5,69,No,6,3,58.7
9,98,Yes,6,6,93.0
5,68,No,5,3,65.2
7,70,Yes,9,4,74.5
9,57,Yes,4,1,69.0
4,80,No,5,1,51.7
2,58,Yes,4,9,58.9
9,93,No,9,4,92.2
2,43,Yes,4,9,54.4
3,40,No,7,9,63.0
2,80,No,5,1,43.5
3,98,Yes,6,5,72.4
6,54,No,8,5,67.9
3,93,No,9,7,78.5
8,47,Yes,9,0,61.8
6,54,Yes,8,6,71.5
7,54,No,5,6,65.5
1,89,Yes,8,8,73.8
3,78,No,4,3,53.3
3,61,No,8,6,58.6
2,57,No,4,5,47.2
7,55,Yes,4,3,59.0
9,41,Yes,6,9,74.1
4,75,No,8,7,63.4
5,59,No,6,2,53.4
3,55,No,8,7,54.8
9,42,Yes,4,4,63.8
4,95,No,8,3,76.2
5,69,Yes,9,2,64.3
1,94,No,9,9,78.9
2,41,No,6,6,46.3
9,74,No,7,6,82.2
2,65,No,9,5,51.4
5,96,Yes,6,2,71.3
8,44,Yes,7,8,73.1
3,41,Yes,5,1,45.3
6,90,Yes,6,2,82.8
4,95,Yes,9,0,73.7
7,59,No,9,6,69.9
3,73,Yes,8,1,57.0
6,73,Yes,7,9,80.6
9,93,Yes,9,7,96.3
1,95,Yes,8,8,72.0
3,94,No,7,1,59.9
2,59,No,6,5,58.8
8,89,No,6,0,74.2
7,64,Yes,8,7,83.2
2,59,No,6,4,52.8
6,64,No,8,8,78.4
3,92,Yes,4,2,67.1
8,53,Yes,7,1,62.8
3,99,Yes,8,6,81.9
9,86,No,7,6,98.2
1,83,Yes,4,9,60.1
5,82,No,7,4,67.1
3,82,No,8,6,65.2
6,78,No,6,5,82.0
2,51,No,7,8,48.6
9,87,No,7,2,81.4
6,44,Yes,9,3,63.6
7,41,No,9,8,67.7
5,93,No,4,9,73.7
9,55,No,5,7,70.9
1,94,No,6,9,66.8
5,69,No,8,5,64.4
6,86,Yes,4,2,75.6
7,82,No,8,8,82.7
4,77,No,8,8,70.1
1,84,No,7,5,59.6
8,90,No,4,1,73.5
4,81,Yes,4,6,51.5
3,63,No,9,8,60.9
7,90,No,6,8,83.0
2,69,No,5,2,41.0
8,76,No,8,1,77.2
6,96,Yes,6,4,71.9
7,98,Yes,9,9,100.0
5,92,Yes,6,6,67.7
9,78,No,8,2,79.1
5,50,Yes,7,3,64.8
5,53,Yes,7,9,67.2
3,62,Yes,8,1,52.4
1,92,Yes,9,9,79.9
2,55,Yes,9,1,52.5
8,89,No,4,6,83.1
1,60,Yes,5,1,39.1
7,94,Yes,7,0,74.6
5,94,Yes,5,3,64.6
3,43,No,6,5,41.6
7,72,No,6,9,80.5
9,93,Yes,8,9,100.0
2,86,No,8,3,72.3
8,53,No,8,0,65.1
9,58,Yes,9,0,69.5
3,98,No,7,8,78.8
2,44,Yes,5,0,26.3
7,75,Yes,6,6,78.9
5,70,Yes,5,6,71.4
5,84,No,7,0,65.1
5,57,Yes,5,0,50.5
4,83,Yes,5,5,70.5
5,70,No,9,7,71.7
4,94,Yes,8,6,80.6
6,69,No,9,5,67.4
4,60,No,9,9,63.9
2,86,Yes,5,2,62.2
9,69,No,5,6,77.7
2,94,Yes,9,5,73.3
9,80,No,5,7,81.1
6,43,No,9,3,52.1
9,44,No,4,8,68.4
9,80,No,9,0,79.1
3,84,Yes,6,6,57.8
1,49,Yes,6,8,52.1
1,66,No,5,9,58.8
3,55,Yes,9,0,44.6
5,69,Yes,9,9,80.8
3,52,Yes,8,2,51.1
9,75,Yes,8,6,84.2
9,60,Yes,8,8,85.8
3,84,Yes,9,0,60.5
3,92,Yes,9,5,69.4
5,79,No,6,1,58.4
2,84,Yes,7,4,62.0
6,54,No,5,6,63.5
7,59,No,6,6,78.5
9,59,No,8,9,80.3
6,84,Yes,6,6,85.4
3,94,Yes,6,3,61.6
5,98,No,6,5,75.7
4,44,No,8,9,66.2
5,93,Yes,7,5,80.4
8,93,Yes,4,6,74.4
8,99,Yes,5,8,99.5
6,71,No,5,5,68.5
1,45,No,6,9,45.7
8,69,Yes,7,0,68.4
8,65,Yes,8,7,85.1
2,76,No,4,1,48.3
4,52,Yes,4,2,50.5
2,68,Yes,6,4,50.6
4,44,No,6,5,50.5
7,64,No,8,6,69.9
9,52,No,8,3,74.1
8,63,No,9,2,69.5
9,70,Yes,8,8,92.7
8,59,No,6,3,64.0
2,94,Yes,7,8,74.5
7,47,Yes,6,8,70.3
2,99,Yes,6,2,56.5
2,48,No,4,2,41.7
4,60,No,8,7,67.3
1,90,Yes,5,0,43.7
5,59,Yes,8,5,62.0
6,54,No,9,5,63.1
9,65,Yes,7,8,93.6
8,93,Yes,7,1,85.0
2,81,Yes,8,7,69.5
1,50,Yes,8,6,42.6
2,76,Yes,6,1,53.7
7,80,Yes,5,0,67.8
4,50,Yes,6,3,50.3
5,66,Yes,4,1,61.5
7,69,No,4,2,61.1
3,58,No,7,1,52.1
2,73,Yes,7,8,63.9
7,77,Yes,5,3,67.5
5,62,No,7,0,46.6
1,92,No,9,7,67.4
1,40,No,4,3,31.7
9,42,Yes,5,9,72.0
5,42,No,4,7,49.8
1,67,No,8,7,62.2
7,53,Yes,8,8,80.4
9,91,No,5,9,100.0
1,69,Yes,6,6,47.0
4,97,No,9,3,80.8
3,93,No,9,1,59.3
5,44,No,7,5,49.0
7,88,No,5,3,74.5
8,54,No,9,5,63.8
2,77,Yes,7,7,70.7
7,53,Yes,4,2,59.6
1,53,No,6,0,30.2
7,96,Yes,7,4,89.4
8,98,No,8,2,82.5
2,88,No,8,5,64.4
9,47,No,4,2,63.4
1,47,No,5,0,26.6
6,58,No,7,8,65.4
1,71,Yes,4,4,48.2
3,70,Yes,8,1,48.7
6,68,Yes,8,1,63.0
3,80,Yes,8,8,68.5
8,50,No,6,0,55.4
5,84,Yes,6,9,76.6
2,52,No,8,2,42.1
4,66,No,9,9,77.0
9,95,Yes,5,6,88.3
4,58,Yes,6,0,51.1
8,65,No,7,1,57.5
5,92,No,6,5,71.7
1,90,No,7,8,61.9
7,76,Yes,6,8,83.2
3,87,No,8,7,68.5
8,48,No,7,2,66.0
3,67,No,5,1,45.0
1,71,No,6,0,46.5
5,91,Yes,6,8,71.4
2,93,Yes,8,4,67.4
4,42,No,7,2,46.0
1,90,Yes,9,9,69.3
9,71,No,8,9,89.9
6,44,Yes,7,4,62.5
8,47,Yes,6,2,68.2
4,53,Yes,6,8,61.8
9,95,Yes,6,0,79.3
2,42,No,6,0,29.8
9,63,No,4,2,66.9
5,52,No,6,5,52.6
6,82,Yes,6,1,71.6
3,68,Yes,9,0,46.1
4,47,No,9,7,60.0
6,90,Yes,7,9,81.6
7,81,Yes,6,8,84.7
1,70,No,6,9,62.5
7,65,Yes,7,0,64.9
1,57,No,6,2,36.3
5,97,Yes,6,4,79.9
6,57,No,8,6,54.1
2,96,Yes,4,9,72.1
9,46,Yes,7,3,65.2
6,87,Yes,8,5,83.3
7,77,Yes,9,0,59.1
8,87,Yes,5,3,77.0
1,55,No,5,7,43.8
8,94,Yes,9,4,94.6
4,95,No,4,7,68.0
8,99,No,5,0,74.0
6,72,No,4,9,74.2
9,95,Yes,5,8,95.9
4,90,No,5,3,63.3
2,42,Yes,8,8,55.1
2,77,Yes,5,7,62.3
5,43,Yes,9,7,77.1
9,75,No,4,1,60.5
3,43,Yes,6,2,39.7
8,81,Yes,6,9,90.2
4,48,Yes,6,8,66.8
6,79,No,4,2,67.4
6,90,No,4,7,82.2
3,56,No,6,4,49.7
5,56,No,9,6,71.6
3,72,Yes,5,3,52.8
1,59,No,6,7,54.7
7,53,Yes,7,3,66.1
4,61,No,4,4,53.4
7,91,Yes,7,0,67.8
3,66,No,7,9,56.5
5,82,No,4,7,68.8
5,42,No,6,6,54.8
2,63,Yes,9,4,51.1
2,69,Yes,8,5,64.2
4,47,No,7,0,39.2
4,61,No,6,7,64.3
4,64,No,8,8,66.1
6,99,No,7,4,83.0
2,49,No,6,9,47.6
6,88,No,7,6,70.7
7,68,Yes,6,9,84.4
3,79,Yes,9,3,68.9
8,93,Yes,5,5,87.3
2,40,Yes,5,1,31.1
8,91,Yes,4,3,82.8
5,60,Yes,8,4,67.3
2,78,No,7,8,59.0
7,63,No,7,8,78.4
2,48,No,6,7,49.9
6,99,No,8,3,79.1
3,83,No,7,5,57.3
9,93,Yes,8,6,99.8
3,65,Yes,8,0,48.8
3,48,Yes,5,0,37.0
5,59,Yes,7,3,62.9
7,95,Yes,7,2,78.9
8,74,No,4,9,74.4
7,75,Yes,8,3,83.1
9,81,Yes,6,8,93.0
5,75,Yes,5,1,59.9
3,93,No,4,3,59.5
6,48,No,5,6,59.8
5,61,No,6,1,53.4
4,40,No,4,7,55.7
2,44,No,5,9,58.0
7,48,No,6,3,57.3
5,76,Yes,9,8,83.8
4,77,Yes,4,0,56.9
8,58,Yes,6,6,78.6
9,47,No,4,0,62.7
9,81,No,7,9,96.7
3,82,No,7,8,71.9
3,71,No,5,9,61.2
5,52,Yes,8,9,72.8
5,59,No,9,0,49.4
2,75,No,8,2,55.3
1,82,No,6,6,58.9
8,83,No,4,0,60.0
3,76,No,7,4,57.1
1,69,Yes,8,5,52.4
1,49,No,7,2,41.1
2,70,No,9,5,57.0
6,64,Yes,6,3,57.5
6,68,No,9,5,73.9
3,63,No,9,5,60.2
4,78,Yes,6,3,63.8
2,60,Yes,4,0,34.5
2,80,Yes,9,2,62.4
7,48,Yes,8,9,76.1
1,81,Yes,6,6,59.0
7,81,Yes,6,1,64.6
1,41,Yes,7,3,33.3
6,43,Yes,5,5,79.2
3,47,Yes,9,4,48.0
8,71,Yes,8,5,70.9
6,53,No,4,4,54.3
2,88,Yes,9,8,73.7
8,52,Yes,4,1,55.2
5,60,Yes,7,3,56.9
8,63,Yes,9,0,69.1
8,89,Yes,4,6,86.4
6,57,No,9,0,50.3
2,84,No,6,5,57.6
8,79,No,9,9,91.1
6,65,Yes,8,9,78.8
6,71,Yes,9,8,78.5
8,83,No,4,1,64.1
1,96,Yes,8,0,65.5
2,94,Yes,4,9,59.9
9,95,No,5,2,86.1
8,92,Yes,5,5,79.6
7,72,Yes,8,6,81.5
7,91,Yes,5,7,85.8
5,70,Yes,5,3,56.8
2,57,Yes,6,7,54.8
6,74,Yes,4,6,69.6
3,51,Yes,5,7,55.5
4,90,No,8,4,76.4
2,64,No,6,9,66.7
2,84,Yes,5,6,59.3
8,70,Yes,9,3,80.2
8,49,No,8,0,64.7
6,86,No,4,2,63.2
5,91,No,9,9,88.4
8,73,No,5,8,92.6
4,90,No,8,3,62.3
4,42,No,9,4,54.7
5,85,No,8,2,62.5
1,78,Yes,7,5,55.1
1,47,No,9,3,39.4
2,71,No,8,4,57.6
8,82,No,9,6,96.4
7,68,Yes,7,6,74.2
9,61,Yes,4,8,85.9
5,59,Yes,4,1,47.6
2,45,No,6,3,37.8
7,82,No,9,7,91.4
8,88,No,7,3,84.5
7,68,Yes,8,2,68.6
7,81,Yes,6,9,83.9
5,95,Yes,9,5,84.3
2,56,Yes,6,2,42.1
6,70,Yes,9,1,65.1
4,92,Yes,4,8,73.8
2,73,No,8,2,51.3
9,77,Yes,7,0,72.9
7,96,Yes,4,8,79.7
6,76,Yes,6,4,79.2
5,43,Yes,5,6,61.3
3,41,No,6,1,37.5
4,51,No,5,0,38.2
3,74,Yes,9,5,72.6
8,45,No,4,4,62.3
3,95,No,9,9,76.8
7,85,No,7,5,81.5
7,47,No,8,1,57.7
7,60,No,5,6,68.7
7,92,No,8,0,77.6
2,97,No,9,7,75.8
3,85,Yes,4,6,69.8
9,74,No,4,6,88.3
3,87,Yes,9,5,74.7
2,54,No,9,9,71.9
9,46,No,4,4,69.9
9,54,No,7,8,78.4
4,84,Yes,5,2,54.5
9,45,No,8,8,83.5
3,86,Yes,6,4,58.4
7,56,No,9,7,75.2
7,43,No,9,2,62.8
8,61,Yes,4,6,68.0
4,71,No,8,9,69.3
3,98,No,8,3,62.4
3,61,No,7,4,63.7
5,66,Yes,5,3,64.1
1,85,No,7,8,60.4
3,54,No,7,6,46.9
6,99,No,8,5,78.2
3,83,Yes,5,5,61.1
5,90,No,5,9,76.2
9,61,Yes,5,6,82.4
2,67,No,4,4,40.7
2,81,No,5,9,70.3
6,77,Yes,8,2,61.8
6,99,Yes,4,2,73.2
8,96,Yes,6,6,86.9
2,48,Yes,9,9,65.7
9,73,Yes,7,0,81.4
2,75,No,5,3,54.5
1,48,No,6,9,51.9
2,54,Yes,5,7,51.8
7,84,No,7,3,81.3
8,59,No,8,0,58.6
5,47,Yes,8,4,61.5
6,97,Yes,7,0,78.7
1,67,Yes,6,8,62.9
6,90,No,4,7,79.6
8,58,Yes,9,6,82.2
3,96,No,9,4,74.9
1,55,Yes,9,3,47.3
4,50,Yes,4,6,62.1
1,81,Yes,5,2,60.7
8,47,Yes,7,7,65.1
5,72,No,7,4,62.8
1,49,No,4,4,31.5
8,57,No,6,0,56.5
9,74,Yes,9,9,96.2
2,82,No,7,7,66.7
9,89,No,8,6,90.3
8,42,No,8,0,60.0
7,79,Yes,7,3,71.9
3,66,No,9,3,54.4
2,98,Yes,9,8,81.9
7,67,Yes,9,9,84.1
5,85,No,6,1,56.1
6,45,No,8,3,68.2
4,86,Yes,6,9,83.1
2,53,Yes,4,2,42.0
9,46,Yes,5,9,82.9
3,49,No,9,4,53.7
7,54,Yes,4,6,59.2
8,70,Yes,5,4,75.3
2,68,Yes,8,4,53.6
6,81,No,5,3,67.5
8,93,Yes,5,8,93.7
7,56,Yes,7,5,75.2
3,98,Yes,5,9,73.3
1,90,Yes,7,5,58.3
6,68,Yes,5,5,66.3
8,88,No,7,5,91.0
6,83,No,8,0,64.4
5,54,Yes,8,5,66.8
8,65,Yes,5,3,70.2
2,51,Yes,6,1,39.4
1,64,Yes,8,5,54.8
1,80,Yes,4,0,48.5
4,44,Yes,4,0,44.0
6,43,No,7,4,50.7
9,83,Yes,6,5,88.4
1,87,Yes,9,1,65.0
1,80,No,7,9,65.5
5,96,No,5,7,83.1
5,70,No,8,3,72.2
5,42,No,6,3,50.1
6,92,Yes,7,9,89.0
8,42,No,7,4,65.4
3,65,No,4,9,66.9
9,89,No,5,3,79.8
1,56,Yes,7,4,41.7
4,99,Yes,4,9,82.4
9,49,Yes,6,2,71.7
8,41,No,7,7,70.9
9,63,Yes,9,5,85.4
1,50,No,9,7,50.8
9,63,No,4,4,69.5
3,74,No,9,6,72.0
9,62,No,5,9,72.9
1,71,Yes,8,6,59.4
1,62,Yes,9,5,49.9
9,73,Yes,6,9,90.5
6,80,Yes,7,3,73.8
4,58,No,4,5,55.7
7,41,No,7,8,68.1
5,99,No,8,3,82.1
7,90,No,7,5,81.5
8,41,No,7,5,59.6
8,54,Yes,4,2,67.8
1,95,Yes,8,3,64.2
8,60,No,6,2,60.2
6,74,No,4,2,64.3
4,44,Yes,8,9,61.8
8,82,Yes,8,3,86.5
3,66,No,7,3,47.1
4,63,Yes,5,5,59.1
6,46,Yes,5,3,58.1
7,45,No,6,5,56.2
4,85,No,7,1,63.1
4,72,Yes,5,3,64.5
7,97,Yes,4,1,73.3
6,88,No,6,7,81.2
8,56,Yes,7,8,75.9
1,85,Yes,9,6,80.3
7,81,Yes,4,5,75.9
7,69,No,5,7,75.3
7,47,Yes,5,3,58.5
7,79,Yes,5,9,81.3
8,85,No,5,1,76.3
9,46,No,8,3,55.9
9,45,Yes,9,4,64.9
2,43,No,6,8,50.8
7,40,No,6,4,55.7
7,54,Yes,5,8,76.8
4,70,No,6,8,64.4
9,64,Yes,9,7,79.2
8,86,Yes,4,4,79.1
1,72,No,4,1,39.0
2,91,Yes,6,4,58.0
2,74,Yes,5,0,51.0
8,94,Yes,7,7,94.9
1,44,Yes,9,1,34.7
4,44,Yes,5,6,46.4
5,75,No,8,1,63.3
9,56,No,7,4,67.6
7,92,Yes,9,9,91.0
8,91,Yes,8,6,90.9
9,53,No,6,5,71.9
7,97,Yes,8,4,88.8
5,68,Yes,6,5,72.0
5,47,Yes,8,1,51.0
6,73,No,7,9,81.6
5,79,Yes,8,0,63.2
9,40,No,5,0,60.9
3,68,Yes,6,7,59.5
3,75,Yes,4,2,56.1
7,90,No,8,2,72.4
7,76,No,6,8,75.4
6,68,Yes,4,5,64.9
3,44,Yes,6,3,35.6
7,92,Yes,6,3,84.2
5,71,No,4,6,59.5
7,99,Yes,4,5,80.8
2,91,No,7,1,51.1
6,63,Yes,9,8,83.4
8,58,Yes,8,1,69.5
1,51,Yes,8,7,55.7
4,91,Yes,6,3,69.2
1,40,Yes,5,9,48.8
1,46,Yes,5,0,34.1
8,56,Yes,9,0,71.6
7,73,No,6,8,73.0
1,82,Yes,7,3,52.9
2,46,Yes,4,0,29.1
4,56,Yes,6,2,55.4
1,98,Yes,8,2,63.9
3,42,No,5,6,50.4
8,68,No,5,5,59.9
8,61,Yes,5,7,74.7
8,77,Yes,7,6,72.4
6,93,No,8,0,80.0
6,82,No,7,2,68.9
5,68,No,4,8,62.6
9,89,Yes,6,3,84.5
4,89,No,6,2,62.5
7,93,No,5,4,87.1
1,81,Yes,5,7,59.4
9,44,Yes,4,0,59.0
7,69,Yes,7,1,64.6
9,62,No,9,6,92.3
7,94,No,9,0,83.5
2,60,No,9,4,42.7
6,95,No,8,9,93.3
4,65,Yes,4,7,65.2
3,93,No,6,5,62.8
2,86,Yes,6,2,52.4
6,60,No,7,6,57.3
8,59,No,4,2,64.8
6,62,No,8,4,59.0
9,43,Yes,4,6,71.2
5,60,No,4,1,44.1
2,60,Yes,7,9,56.5
8,40,Yes,8,3,65.3
9,54,Yes,9,1,77.9
4,56,Yes,6,6,56.6
6,90,No,5,2,68.2
8,53,No,9,8,79.2
9,98,Yes,8,5,95.3
5,58,Yes,6,0,54.2
6,89,No,9,9,88.2
4,99,No,7,7,69.4
5,73,Yes,8,6,80.2
7,45,No,8,0,56.5
9,84,No,6,2,77.0
6,88,No,6,2,64.2
6,45,Yes,4,2,50.2
8,92,Yes,4,6,90.2
4,93,Yes,8,5,69.5
3,44,Yes,5,1,36.4
7,46,Yes,7,4,64.0
5,72,No,6,5,57.3
2,52,No,4,1,30.9
2,90,No,7,0,52.1
6,93,Yes,9,3,68.4
8,40,No,9,3,62.3
1,52,Yes,8,3,38.7
6,82,Yes,6,0,71.7
2,66,Yes,9,2,51.1
2,46,Yes,6,6,53.1
7,91,Yes,4,3,77.8
1,42,Yes,9,1,34.9
6,97,No,5,7,83.1
7,64,Yes,9,0,75.1
8,72,No,6,8,82.0
7,79,Yes,5,4,72.8
6,56,No,7,1,57.8
9,84,Yes,9,3,90.0
3,53,Yes,6,2,45.9
6,76,No,9,6,62.4
4,97,Yes,9,5,74.8
2,95,Yes,6,8,66.5
1,93,No,5,3,54.1
1,62,No,4,2,44.2
3,98,Yes,9,6,80.6
4,63,No,8,5,58.7
2,68,No,7,4,54.0
1,77,Yes,6,9,64.2
4,98,No,9,6,81.3
7,93,Yes,4,4,81.6
6,66,No,6,8,78.9
6,77,Yes,9,3,73.6
9,92,Yes,7,0,72.8
2,79,Yes,8,9,65.0
4,84,No,6,4,64.7
5,89,Yes,9,0,68.3
1,62,No,5,0,39.4
8,70,Yes,4,0,70.2
8,75,Yes,8,0,73.2
6,56,Yes,6,7,63.2
5,76,No,9,1,66.2
8,42,Yes,8,8,77.2
3,75,Yes,5,6,66.2
3,94,No,6,2,57.5
2,44,Yes,8,8,70.5
5,85,Yes,6,3,60.8
3,54,No,6,6,53.6
3,91,No,8,2,66.5
6,88,No,6,4,77.3
8,45,Yes,5,3,62.5
2,98,No,8,5,71.3
4,49,Yes,9,8,70.6
7,93,Yes,8,4,85.2
1,71,No,5,0,40.5
1,62,No,5,4,47.0
7,87,Yes,5,4,77.9
7,56,No,9,8,83.1
1,85,No,9,7,70.0
1,59,Yes,6,4,45.6
4,83,No,6,4,60.6
5,80,No,7,1,65.9
5,54,No,6,8,64.5
4,83,Yes,5,3,60.7
8,85,No,7,6,82.1
7,97,No,5,9,92.0
9,61,Yes,4,5,72.6
7,89,Yes,9,4,91.8
1,91,Yes,8,4,57.9
7,45,Yes,4,6,61.0
1,43,No,9,1,31.5
7,97,Yes,9,8,89.7
8,62,Yes,5,1,61.3
9,83,No,6,8,87.2
3,84,Yes,8,3,63.0
4,58,Yes,6,9,56.4
4,93,No,6,9,72.2
9,84,Yes,8,5,91.0
7,70,Yes,8,0,64.0
3,83,No,4,4,62.9
5,91,No,5,5,70.2
7,42,No,6,8,69.3
8,67,No,5,8,76.4
1,42,No,5,8,48.4
2,53,No,7,2,31.0
7,57,No,4,3,59.8
2,66,No,6,7,64.1
7,90,No,9,7,80.7
9,99,No,8,1,88.9
2,49,No,8,7,54.6
7,88,No,5,6,72.1
4,54,Yes,4,8,62.3
2,58,No,4,4,45.9
7,48,No,6,1,54.2
5,43,No,6,4,57.4
1,54,No,5,1,39.6
5,90,No,5,4,73.1
3,87,Yes,5,8,78.8
7,47,Yes,7,6,64.7
6,88,Yes,4,6,74.6
8,92,Yes,5,0,72.0
5,40,No,4,8,52.9
2,46,Yes,9,5,49.4
9,92,Yes,8,6,94.6
8,70,No,8,1,68.1
6,57,Yes,4,0,47.4
7,51,Yes,9,3,71.4
9,87,No,8,8,89.9
7,69,No,8,8,88.0
3,72,Yes,8,2,62.3
6,98,No,6,0,63.3
7,86,Yes,9,1,77.3
2,46,No,6,8,43.3
3,67,Yes,4,8,68.7
4,88,Yes,4,0,58.2
6,42,Yes,7,8,67.1
1,82,No,6,0,46.4
9,45,No,4,9,72.6
5,70,Yes,6,3,60.2
7,77,No,7,4,73.3
9,54,No,4,7,79.4
9,46,Yes,4,4,64.1
1,82,No,4,4,57.3
1,69,No,4,3,40.7
3,66,Yes,5,8,64.3
6,56,Yes,9,7,83.7
2,94,No,9,8,76.9
1,57,No,6,6,49.1
1,61,No,6,6,52.2
5,95,Yes,6,4,80.5
4,92,No,7,9,75.1
1,65,No,5,0,39.5
4,90,No,6,5,70.3
3,66,No,6,9,53.1
2,79,No,4,5,55.8
9,63,No,4,9,75.7
1,91,Yes,4,3,55.5
7,47,Yes,6,1,62.2
4,60,Yes,4,0,42.3
5,68,No,6,2,57.1
5,82,No,7,8,74.7
1,60,Yes,7,0,46.7
6,42,Yes,8,4,58.1
9,70,Yes,5,9,89.1
2,94,Yes,4,5,66.8
7,66,Yes,9,8,87.2
6,85,No,4,0,56.2
5,66,No,5,4,58.1
4,48,No,5,0,48.7
4,96,No,8,1,66.3
6,72,No,5,1,64.5
4,72,Yes,6,4,73.1
5,65,Yes,4,9,70.2
6,67,No,5,3,65.5
5,83,Yes,6,5,77.5
7,82,No,5,4,66.0
9,70,No,9,1,77.0
7,92,Yes,6,8,96.8
7,40,No,7,9,61.1
4,59,No,6,7,60.0
1,51,No,8,8,52.5
8,56,Yes,6,5,71.9
4,54,Yes,5,4,53.1
